panel,series,step,mean,sample_sd,n_seeds
A,Graded-only,69,0.7837326667,0.0120331147,3
A,Graded-only,70,0.7917223333,0.01362717947,3
A,Graded-only,71,0.8116133333,0.01074849368,3
A,Graded-only,72,0.8169976667,0.00614431195,3
A,Graded-only,73,0.8031873333,0.02149856252,3
A,Graded-only,74,0.8087446667,0.006432854524,3
A,Graded-only,75,0.8036336667,0.0252106117,3
A,Graded-only,76,0.787093,0.01494407485,3
A,Graded-only,77,0.8069416667,0.01700745291,3
A,Graded-only,78,0.851034,0.01312762069,3
A,Graded-only,79,0.8074536667,0.01552043854,3
A,Graded-only,80,0.8351563333,0.02501048905,3
A,Graded-only,81,0.8327563333,0.01344368139,3
A,Graded-only,82,0.8195703333,0.02039689541,3
A,Graded-only,83,0.822663,0.01505199243,3
A,Graded-only,84,0.841396,0.009473488956,3
A,Graded-only,85,0.8275286667,0.01702597008,3
A,Graded-only,86,0.8102106667,0.02781789254,3
A,Graded-only,87,0.811903,0.047121117,3
A,Graded-only,88,0.8137416667,0.02408706799,3
A,Graded-only,89,0.807501,0.02762770703,3
A,Graded-only,90,0.8241586667,0.008343158714,3
A,Graded-only,91,0.824619,0.01059819801,3
A,Graded-only,92,0.831616,0.00861956217,3
A,Graded-only,93,0.8163593333,0.005937432807,3
A,Graded-only,94,0.8144543333,0.0210091448,3
A,Graded-only,95,0.8186316667,0.01516225598,3
A,Graded-only,96,0.828056,0.02327008442,3
A,Graded-only,97,0.8174886667,0.01477630063,3
A,Graded-only,98,0.8315553333,0.01525883906,3
A,Graded-only,99,0.8276683333,0.003347500311,3
A,Graded-only,100,0.834046,0.003379956952,3
A,Graded-only,101,0.8153553333,0.01343320968,3
A,Graded-only,102,0.82444,0.006656107646,3
A,Graded-only,103,0.8289293333,0.01142185249,3
A,Graded-only,104,0.811526,0.008118804838,3
A,Graded-only,105,0.8286476667,0.01185034419,3
A,Graded-only,106,0.833164,0.01908171064,3
A,Graded-only,107,0.8188396667,0.01401399644,3
A,Graded-only,108,0.8249183333,0.009923614127,3
A,Graded-only,109,0.8192156667,0.0108381512,3
A,Graded-only,110,0.8291836667,0.02323402863,3
A,Graded-only,111,0.8250863333,0.02084381377,3
A,Graded-only,112,0.83383,0.01642685691,3
A,Graded-only,113,0.8342933333,0.01125528095,3
A,RELER,1,0.666945,0.03546974413,3
A,RELER,2,0.680267,0.02594824179,3
A,RELER,3,0.6773206667,0.03933796279,3
A,RELER,4,0.6411406667,0.004021227715,3
A,RELER,5,0.693461,0.05611106354,3
A,RELER,6,0.6923393333,0.00934252077,3
A,RELER,7,0.6795946667,0.05765030162,3
A,RELER,8,0.7158016667,0.03607917987,3
A,RELER,9,0.674496,0.05921555582,3
A,RELER,10,0.6813743333,0.02923201311,3
A,RELER,11,0.7340733333,0.04447198499,3
A,RELER,12,0.7359086667,0.01940260241,3
A,RELER,13,0.729887,0.02266464959,3
A,RELER,14,0.767041,0.02366498612,3
A,RELER,15,0.7163866667,0.02940394165,3
A,RELER,16,0.7548946667,0.01101260534,3
A,RELER,17,0.7346333333,0.02236537557,3
A,RELER,18,0.7130326667,0.03124654029,3
A,RELER,19,0.723038,0.03119730913,3
A,RELER,20,0.734135,0.03938799595,3
A,RELER,21,0.7592803333,0.02672738035,3
A,RELER,22,0.748016,0.01164917898,3
A,RELER,23,0.762566,0.01701688232,3
A,RELER,24,0.7481413333,0.006637230321,3
A,RELER,25,0.7310366667,0.02977890898,3
A,RELER,26,0.7327133333,0.006708284455,3
A,RELER,27,0.7727536667,0.006161135799,3
A,RELER,28,0.7645586667,0.01520360333,3
A,RELER,29,0.751906,0.03542618366,3
A,RELER,30,0.7320563333,0.02249654428,3
A,RELER,31,0.7547366667,0.01425269281,3
A,RELER,32,0.733075,0.02247103137,3
A,RELER,33,0.7871916667,0.01244510371,3
A,RELER,34,0.75082,0.0007360550251,3
A,RELER,35,0.7524753333,0.02592532728,3
A,RELER,36,0.7667023333,0.02509457324,3
A,RELER,37,0.7548776667,0.005741362411,3
A,RELER,38,0.763294,0.01445317643,3
A,RELER,39,0.7699046667,0.0200613366,3
A,RELER,40,0.8063886667,0.008444736842,3
A,RELER,41,0.7904546667,0.01477066831,3
A,RELER,42,0.7658693333,0.03921642564,3
A,RELER,43,0.7842233333,0.02421161848,3
A,RELER,44,0.7744636667,0.01836957023,3
A,RELER,45,0.7831966667,0.02622525135,3
A,RELER,46,0.770732,0.02023606773,3
A,RELER,47,0.7670366667,0.02880686407,3
A,RELER,48,0.802322,0.01394633977,3
A,RELER,49,0.792303,0.007785120873,3
A,RELER,50,0.7881236667,0.01400776943,3
A,RELER,51,0.793415,0.01064953652,3
A,RELER,52,0.7676506667,0.02552047226,3
A,RELER,53,0.8235283333,0.01355174477,3
A,RELER,54,0.7867123333,0.007068592104,3
A,RELER,55,0.795285,0.01049721468,3
A,RELER,56,0.790823,0.007938146824,3
A,RELER,57,0.78966,0.003146406998,3
A,RELER,58,0.795792,0.02410413572,3
A,RELER,59,0.7683493333,0.01577721301,3
A,RELER,60,0.797455,0.0164236197,3
A,RELER,61,0.801373,0.01180033555,3
A,RELER,62,0.7886556667,0.0282446088,3
A,RELER,63,0.7981253333,0.02147589715,3
A,RELER,64,0.7766793333,0.01902002948,3
A,RELER,65,0.787256,0.01854889797,3
A,RELER,66,0.7941986667,0.01180727557,3
A,RELER,67,0.7962223333,0.0104650961,3
A,RELER,68,0.7899626667,0.03210425968,3
A,RELER,69,0.7756333333,0.008527955284,3
A,RELER,70,0.7830363333,0.02074574936,3
A,RELER,71,0.802483,0.009380285124,3
A,RELER,72,0.8103766667,0.006582072799,3
A,RELER,73,0.7935673333,0.02266260586,3
A,RELER,74,0.799102,0.00793655114,3
A,RELER,75,0.793759,0.02277133639,3
A,RELER,76,0.7832563333,0.01559423337,3
A,RELER,77,0.7961363333,0.01662951672,3
A,RELER,78,0.8388666667,0.008603025127,3
A,RELER,79,0.799275,0.0141912095,3
A,RELER,80,0.8227116667,0.02703767106,3
A,RELER,81,0.8213566667,0.01008499268,3
A,RELER,82,0.8111293333,0.02056554245,3
A,RELER,83,0.811618,0.01323916036,3
A,RELER,84,0.8288136667,0.008335951795,3
A,RELER,85,0.815797,0.0170853448,3
A,RELER,86,0.80405,0.02753113476,3
A,RELER,87,0.8064486667,0.04850602223,3
A,RELER,88,0.803235,0.0221736439,3
A,RELER,89,0.802022,0.02255803218,3
A,RELER,90,0.8142643333,0.01297696553,3
A,RELER,91,0.81359,0.009729557698,3
A,RELER,92,0.8256576667,0.008752228307,3
A,RELER,93,0.805277,0.003016878685,3
A,RELER,94,0.8026113333,0.02059233144,3
A,RELER,95,0.8065216667,0.01674134288,3
A,RELER,96,0.815687,0.02368476145,3
A,RELER,97,0.8103586667,0.01585861029,3
A,RELER,98,0.822903,0.009617592838,3
A,RELER,99,0.8169493333,0.005728568437,3
A,RELER,100,0.82535,0.005882721819,3
A,RELER,101,0.8062793333,0.01261455161,3
A,RELER,102,0.814092,0.001848,3
A,RELER,103,0.818523,0.01277975426,3
A,RELER,104,0.805173,0.007823537819,3
A,RELER,105,0.8126463333,0.01639615053,3
A,RELER,106,0.8231953333,0.02064105221,3
A,RELER,107,0.8085066667,0.01398815908,3
A,RELER,108,0.8139986667,0.004874299574,3
A,RELER,109,0.8059,0.007079916101,3
A,RELER,110,0.8210736667,0.02020725259,3
A,RELER,111,0.8132453333,0.01796779278,3
A,RELER,112,0.821045,0.01612976888,3
A,RELER,113,0.8257366667,0.009413965919,3
B,Combined,1,0.9948546667,0.04705427888,3
B,Combined,2,1.021018333,0.04442091123,3
B,Combined,3,1.011529,0.04682020144,3
B,Combined,4,0.9613636667,0.008825871647,3
B,Combined,5,1.017735,0.05677825669,3
B,Combined,6,1.018839667,0.02198147653,3
B,Combined,7,1.023485333,0.07653551921,3
B,Combined,8,1.072171667,0.04230616693,3
B,Combined,9,1.014131,0.0675253869,3
B,Combined,10,1.030200333,0.03108623683,3
B,Combined,11,1.098195667,0.05697060702,3
B,Combined,12,1.109109667,0.02885550253,3
B,Combined,13,1.102924667,0.02574930547,3
B,Combined,14,1.147105333,0.02929553434,3
B,Combined,15,1.087424333,0.03593164503,3
B,Combined,16,1.136706667,0.007273553556,3
B,Combined,17,1.120702,0.02173845724,3
B,Combined,18,1.095326667,0.04263932721,3
B,Combined,19,1.104481333,0.03436322699,3
B,Combined,20,1.129041,0.04171759499,3
B,Combined,21,1.154670667,0.04215135135,3
B,Combined,22,1.152858333,0.01146850044,3
B,Combined,23,1.171250667,0.01932236249,3
B,Combined,24,1.148367667,0.00500748563,3
B,Combined,25,1.124543,0.03760536056,3
B,Combined,26,1.131998667,0.0102466462,3
B,Combined,27,1.182270333,0.01694933457,3
B,Combined,28,1.174761333,0.01803246587,3
B,Combined,29,1.153920667,0.04075258132,3
B,Combined,30,1.129008667,0.03129284299,3
B,Combined,31,1.157322667,0.01787577591,3
B,Combined,32,1.137371,0.03576409265,3
B,Combined,33,1.204655667,0.01852464932,3
B,Combined,34,1.154393667,0.005955621322,3
B,Combined,35,1.152222667,0.04149895336,3
B,Combined,36,1.177338667,0.03746711808,3
B,Combined,37,1.156362667,0.006592482562,3
B,Combined,38,1.176331333,0.02274797354,3
B,Combined,39,1.178878,0.02455943267,3
B,Combined,40,1.225631333,0.01765033525,3
B,Combined,41,1.208066333,0.01302291804,3
B,Combined,42,1.174159667,0.05074356024,3
B,Combined,43,1.203308333,0.04013171253,3
B,Combined,44,1.195307667,0.02161971046,3
B,Combined,45,1.200015,0.02971688025,3
B,Combined,46,1.194047,0.02209380685,3
B,Combined,47,1.176755333,0.03658386231,3
B,Combined,48,1.221950667,0.02285321792,3
B,Combined,49,1.204596667,0.01152705432,3
B,Combined,50,1.210738,0.02452154088,3
B,Combined,51,1.212959333,0.008577189886,3
B,Combined,52,1.181368,0.03548456528,3
B,Combined,53,1.246376333,0.01328260217,3
B,Combined,54,1.201763,0.007800173075,3
B,Combined,55,1.216375,0.0142209192,3
B,Combined,56,1.221503333,0.002131058266,3
B,Combined,57,1.215612333,0.01061033785,3
B,Combined,58,1.217921667,0.02694851954,3
B,Combined,59,1.183142667,0.02460692117,3
B,Combined,60,1.219676333,0.01809152258,3
B,Combined,61,1.224893333,0.008545649322,3
B,Combined,62,1.206092667,0.03636405,3
B,Combined,63,1.225018667,0.03071846672,3
B,Combined,64,1.200832333,0.02747960788,3
B,Combined,65,1.204965,0.02576058136,3
B,Combined,66,1.218183,0.0235352034,3
B,Combined,67,1.219968667,0.01082855763,3
B,Combined,68,1.208886333,0.04374954173,3
B,Combined,69,1.192436,0.01471426913,3
B,Combined,70,1.20844,0.02490054692,3
B,Combined,71,1.231183667,0.01426461248,3
B,Combined,72,1.237561667,0.01033613827,3
B,Combined,73,1.217937333,0.02186408062,3
B,Combined,74,1.225323,0.007238712386,3
B,Combined,75,1.216448667,0.02473754156,3
B,Combined,76,1.204706333,0.02862764664,3
B,Combined,77,1.219950333,0.01937187741,3
B,Combined,78,1.272928333,0.01780430303,3
B,Combined,79,1.230303333,0.01568769025,3
B,Combined,80,1.258331667,0.03360003593,3
B,Combined,81,1.249678667,0.01372949643,3
B,Combined,82,1.235170333,0.02543889731,3
B,Combined,83,1.240723,0.01844928505,3
B,Combined,84,1.266462,0.01245711813,3
B,Combined,85,1.249167333,0.02487353229,3
B,Combined,86,1.232543667,0.03560393184,3
B,Combined,87,1.243804333,0.06445553267,3
B,Combined,88,1.231365,0.02791677662,3
B,Combined,89,1.222844667,0.0206831899,3
B,Combined,90,1.242317667,0.01927298795,3
B,Combined,91,1.248581667,0.01051816554,3
B,Combined,92,1.258739333,0.007601885314,3
B,Combined,93,1.230488,0.004953245704,3
B,Combined,94,1.235535,0.02419459177,3
B,Combined,95,1.239008333,0.01897308726,3
B,Combined,96,1.250750667,0.02098696086,3
B,Combined,97,1.249320667,0.02249491774,3
B,Combined,98,1.252445667,0.007647383234,3
B,Combined,99,1.248337667,0.008876583934,3
B,Combined,100,1.257294333,0.005978242244,3
B,Combined,101,1.24318,0.02802658402,3
B,Combined,102,1.241636667,0.003652411578,3
B,Combined,103,1.255915,0.01480447003,3
B,Combined,104,1.241118667,0.006434375831,3
B,Combined,105,1.240631333,0.01675082662,3
B,Combined,106,1.255938333,0.02349989575,3
B,Combined,107,1.237014,0.01942623425,3
B,Combined,108,1.245498,0.005436046633,3
B,Combined,109,1.233836333,0.01357968488,3
B,Combined,110,1.255529,0.02211071281,3
B,Combined,111,1.250328667,0.01970387673,3
B,Combined,112,1.253800333,0.02205744932,3
B,Combined,113,1.256306333,0.01406692626,3
B,Graded term,1,0.666945,0.03546974413,3
B,Graded term,2,0.680267,0.02594824179,3
B,Graded term,3,0.6773206667,0.03933796279,3
B,Graded term,4,0.6411406667,0.004021227715,3
B,Graded term,5,0.693461,0.05611106354,3
B,Graded term,6,0.6923393333,0.00934252077,3
B,Graded term,7,0.6795946667,0.05765030162,3
B,Graded term,8,0.7158016667,0.03607917987,3
B,Graded term,9,0.674496,0.05921555582,3
B,Graded term,10,0.6813743333,0.02923201311,3
B,Graded term,11,0.7340733333,0.04447198499,3
B,Graded term,12,0.7359086667,0.01940260241,3
B,Graded term,13,0.729887,0.02266464959,3
B,Graded term,14,0.767041,0.02366498612,3
B,Graded term,15,0.7163866667,0.02940394165,3
B,Graded term,16,0.7548946667,0.01101260534,3
B,Graded term,17,0.7346333333,0.02236537557,3
B,Graded term,18,0.7130326667,0.03124654029,3
B,Graded term,19,0.723038,0.03119730913,3
B,Graded term,20,0.734135,0.03938799595,3
B,Graded term,21,0.7592803333,0.02672738035,3
B,Graded term,22,0.748016,0.01164917898,3
B,Graded term,23,0.762566,0.01701688232,3
B,Graded term,24,0.7481413333,0.006637230321,3
B,Graded term,25,0.7310366667,0.02977890898,3
B,Graded term,26,0.7327133333,0.006708284455,3
B,Graded term,27,0.7727536667,0.006161135799,3
B,Graded term,28,0.7645586667,0.01520360333,3
B,Graded term,29,0.751906,0.03542618366,3
B,Graded term,30,0.7320563333,0.02249654428,3
B,Graded term,31,0.7547366667,0.01425269281,3
B,Graded term,32,0.733075,0.02247103137,3
B,Graded term,33,0.7871916667,0.01244510371,3
B,Graded term,34,0.75082,0.0007360550251,3
B,Graded term,35,0.7524753333,0.02592532728,3
B,Graded term,36,0.7667023333,0.02509457324,3
B,Graded term,37,0.7548776667,0.005741362411,3
B,Graded term,38,0.763294,0.01445317643,3
B,Graded term,39,0.7699046667,0.0200613366,3
B,Graded term,40,0.8063886667,0.008444736842,3
B,Graded term,41,0.7904546667,0.01477066831,3
B,Graded term,42,0.7658693333,0.03921642564,3
B,Graded term,43,0.7842233333,0.02421161848,3
B,Graded term,44,0.7744636667,0.01836957023,3
B,Graded term,45,0.7831966667,0.02622525135,3
B,Graded term,46,0.770732,0.02023606773,3
B,Graded term,47,0.7670366667,0.02880686407,3
B,Graded term,48,0.802322,0.01394633977,3
B,Graded term,49,0.792303,0.007785120873,3
B,Graded term,50,0.7881236667,0.01400776943,3
B,Graded term,51,0.793415,0.01064953652,3
B,Graded term,52,0.7676506667,0.02552047226,3
B,Graded term,53,0.8235283333,0.01355174477,3
B,Graded term,54,0.7867123333,0.007068592104,3
B,Graded term,55,0.795285,0.01049721468,3
B,Graded term,56,0.790823,0.007938146824,3
B,Graded term,57,0.78966,0.003146406998,3
B,Graded term,58,0.795792,0.02410413572,3
B,Graded term,59,0.7683493333,0.01577721301,3
B,Graded term,60,0.797455,0.0164236197,3
B,Graded term,61,0.801373,0.01180033555,3
B,Graded term,62,0.7886556667,0.0282446088,3
B,Graded term,63,0.7981253333,0.02147589715,3
B,Graded term,64,0.7766793333,0.01902002948,3
B,Graded term,65,0.787256,0.01854889797,3
B,Graded term,66,0.7941986667,0.01180727557,3
B,Graded term,67,0.7962223333,0.0104650961,3
B,Graded term,68,0.7899626667,0.03210425968,3
B,Graded term,69,0.7756333333,0.008527955284,3
B,Graded term,70,0.7830363333,0.02074574936,3
B,Graded term,71,0.802483,0.009380285124,3
B,Graded term,72,0.8103766667,0.006582072799,3
B,Graded term,73,0.7935673333,0.02266260586,3
B,Graded term,74,0.799102,0.00793655114,3
B,Graded term,75,0.793759,0.02277133639,3
B,Graded term,76,0.7832563333,0.01559423337,3
B,Graded term,77,0.7961363333,0.01662951672,3
B,Graded term,78,0.8388666667,0.008603025127,3
B,Graded term,79,0.799275,0.0141912095,3
B,Graded term,80,0.8227116667,0.02703767106,3
B,Graded term,81,0.8213566667,0.01008499268,3
B,Graded term,82,0.8111293333,0.02056554245,3
B,Graded term,83,0.811618,0.01323916036,3
B,Graded term,84,0.8288136667,0.008335951795,3
B,Graded term,85,0.815797,0.0170853448,3
B,Graded term,86,0.80405,0.02753113476,3
B,Graded term,87,0.8064486667,0.04850602223,3
B,Graded term,88,0.803235,0.0221736439,3
B,Graded term,89,0.802022,0.02255803218,3
B,Graded term,90,0.8142643333,0.01297696553,3
B,Graded term,91,0.81359,0.009729557698,3
B,Graded term,92,0.8256576667,0.008752228307,3
B,Graded term,93,0.805277,0.003016878685,3
B,Graded term,94,0.8026113333,0.02059233144,3
B,Graded term,95,0.8065216667,0.01674134288,3
B,Graded term,96,0.815687,0.02368476145,3
B,Graded term,97,0.8103586667,0.01585861029,3
B,Graded term,98,0.822903,0.009617592838,3
B,Graded term,99,0.8169493333,0.005728568437,3
B,Graded term,100,0.82535,0.005882721819,3
B,Graded term,101,0.8062793333,0.01261455161,3
B,Graded term,102,0.814092,0.001848,3
B,Graded term,103,0.818523,0.01277975426,3
B,Graded term,104,0.805173,0.007823537819,3
B,Graded term,105,0.8126463333,0.01639615053,3
B,Graded term,106,0.8231953333,0.02064105221,3
B,Graded term,107,0.8085066667,0.01398815908,3
B,Graded term,108,0.8139986667,0.004874299574,3
B,Graded term,109,0.8059,0.007079916101,3
B,Graded term,110,0.8210736667,0.02020725259,3
B,Graded term,111,0.8132453333,0.01796779278,3
B,Graded term,112,0.821045,0.01612976888,3
B,Graded term,113,0.8257366667,0.009413965919,3
B,Pairwise term (0.5·r),1,0.3279093333,0.01706874039,3
B,Pairwise term (0.5·r),2,0.3407515,0.01859567531,3
B,Pairwise term (0.5·r),3,0.3342083333,0.009425651733,3
B,Pairwise term (0.5·r),4,0.320223,0.004805112512,3
B,Pairwise term (0.5·r),5,0.3242736667,0.001840010485,3
B,Pairwise term (0.5·r),6,0.3265005,0.01319415707,3
B,Pairwise term (0.5·r),7,0.3438905,0.01922260578,3
B,Pairwise term (0.5·r),8,0.3563703333,0.007472362416,3
B,Pairwise term (0.5·r),9,0.3396355,0.009015968001,3
B,Pairwise term (0.5·r),10,0.3488258333,0.006033875296,3
B,Pairwise term (0.5·r),11,0.3641221667,0.01422289392,3
B,Pairwise term (0.5·r),12,0.3732013333,0.01323148155,3
B,Pairwise term (0.5·r),13,0.3730376667,0.003215216258,3
B,Pairwise term (0.5·r),14,0.3800641667,0.006687108051,3
B,Pairwise term (0.5·r),15,0.3710378333,0.007928045493,3
B,Pairwise term (0.5·r),16,0.3818123333,0.008263001003,3
B,Pairwise term (0.5·r),17,0.3860683333,0.0006543149726,3
B,Pairwise term (0.5·r),18,0.382294,0.01139326144,3
B,Pairwise term (0.5·r),19,0.3814428333,0.004797694872,3
B,Pairwise term (0.5·r),20,0.3949061667,0.004112677727,3
B,Pairwise term (0.5·r),21,0.3953905,0.01707401206,3
B,Pairwise term (0.5·r),22,0.4048415,0.0005137647808,3
B,Pairwise term (0.5·r),23,0.4086846667,0.003770019142,3
B,Pairwise term (0.5·r),24,0.400226,0.00625466384,3
B,Pairwise term (0.5·r),25,0.3935063333,0.009190705853,3
B,Pairwise term (0.5·r),26,0.3992855,0.003862154289,3
B,Pairwise term (0.5·r),27,0.4095166667,0.01233067745,3
B,Pairwise term (0.5·r),28,0.4102023333,0.002945689831,3
B,Pairwise term (0.5·r),29,0.4020143333,0.008642266548,3
B,Pairwise term (0.5·r),30,0.396952,0.009989455053,3
B,Pairwise term (0.5·r),31,0.4025856667,0.008671743197,3
B,Pairwise term (0.5·r),32,0.4042956667,0.01559519109,3
B,Pairwise term (0.5·r),33,0.4174636667,0.006327940351,3
B,Pairwise term (0.5·r),34,0.403574,0.006598738914,3
B,Pairwise term (0.5·r),35,0.399747,0.01576678321,3
B,Pairwise term (0.5·r),36,0.4106363333,0.01244803945,3
B,Pairwise term (0.5·r),37,0.4014843333,0.002680062142,3
B,Pairwise term (0.5·r),38,0.4130373333,0.008609420557,3
B,Pairwise term (0.5·r),39,0.4089733333,0.006874877532,3
B,Pairwise term (0.5·r),40,0.4192428333,0.009724826352,3
B,Pairwise term (0.5·r),41,0.4176115,0.004175450515,3
B,Pairwise term (0.5·r),42,0.4082901667,0.01293666621,3
B,Pairwise term (0.5·r),43,0.4190851667,0.0191809156,3
B,Pairwise term (0.5·r),44,0.4208441667,0.003273123368,3
B,Pairwise term (0.5·r),45,0.4168183333,0.00711327564,3
B,Pairwise term (0.5·r),46,0.4233148333,0.001889330657,3
B,Pairwise term (0.5·r),47,0.409719,0.007777687815,3
B,Pairwise term (0.5·r),48,0.4196286667,0.01429542857,3
B,Pairwise term (0.5·r),49,0.4122941667,0.004093368855,3
B,Pairwise term (0.5·r),50,0.4226146667,0.01140805308,3
B,Pairwise term (0.5·r),51,0.419544,0.009036346704,3
B,Pairwise term (0.5·r),52,0.4137173333,0.009975239061,3
B,Pairwise term (0.5·r),53,0.4228486667,0.002408619228,3
B,Pairwise term (0.5·r),54,0.4150503333,0.01096488496,3
B,Pairwise term (0.5·r),55,0.4210905,0.00767439983,3
B,Pairwise term (0.5·r),56,0.4306806667,0.00615623524,3
B,Pairwise term (0.5·r),57,0.4259525,0.008748161364,3
B,Pairwise term (0.5·r),58,0.4221301667,0.005282352916,3
B,Pairwise term (0.5·r),59,0.414793,0.01197741716,3
B,Pairwise term (0.5·r),60,0.4222213333,0.003365332871,3
B,Pairwise term (0.5·r),61,0.4235206667,0.005917359215,3
B,Pairwise term (0.5·r),62,0.417437,0.01327848464,3
B,Pairwise term (0.5·r),63,0.4268931667,0.009581665048,3
B,Pairwise term (0.5·r),64,0.4241533333,0.009416095918,3
B,Pairwise term (0.5·r),65,0.4177093333,0.008736208908,3
B,Pairwise term (0.5·r),66,0.423984,0.01275166958,3
B,Pairwise term (0.5·r),67,0.4237461667,0.003150705728,3
B,Pairwise term (0.5·r),68,0.4189233333,0.01183283517,3
B,Pairwise term (0.5·r),69,0.4168026667,0.006273188132,3
B,Pairwise term (0.5·r),70,0.4254043333,0.005579362359,3
B,Pairwise term (0.5·r),71,0.4287008333,0.00491175443,3
B,Pairwise term (0.5·r),72,0.4271851667,0.004110344582,3
B,Pairwise term (0.5·r),73,0.4243703333,0.001756831404,3
B,Pairwise term (0.5·r),74,0.4262206667,0.001811331439,3
B,Pairwise term (0.5·r),75,0.4226898333,0.008973348376,3
B,Pairwise term (0.5·r),76,0.4214501667,0.01331494707,3
B,Pairwise term (0.5·r),77,0.4238135,0.005017423343,3
B,Pairwise term (0.5·r),78,0.4340616667,0.010072222,3
B,Pairwise term (0.5·r),79,0.4310283333,0.001535102711,3
B,Pairwise term (0.5·r),80,0.4356201667,0.006624063034,3
B,Pairwise term (0.5·r),81,0.4283218333,0.005117988529,3
B,Pairwise term (0.5·r),82,0.424041,0.00779831065,3
B,Pairwise term (0.5·r),83,0.429105,0.006383428918,3
B,Pairwise term (0.5·r),84,0.4376483333,0.00731672253,3
B,Pairwise term (0.5·r),85,0.4333706667,0.008278079402,3
B,Pairwise term (0.5·r),86,0.428494,0.008189282157,3
B,Pairwise term (0.5·r),87,0.4373555,0.01595576379,3
B,Pairwise term (0.5·r),88,0.4281301667,0.005855019392,3
B,Pairwise term (0.5·r),89,0.4208228333,0.002183996242,3
B,Pairwise term (0.5·r),90,0.4280533333,0.006471593415,3
B,Pairwise term (0.5·r),91,0.4349916667,0.001357500859,3
B,Pairwise term (0.5·r),92,0.4330811667,0.00163083823,3
B,Pairwise term (0.5·r),93,0.4252111667,0.002122686761,3
B,Pairwise term (0.5·r),94,0.4329238333,0.003646240404,3
B,Pairwise term (0.5·r),95,0.4324865,0.004188602064,3
B,Pairwise term (0.5·r),96,0.4350643333,0.003016268735,3
B,Pairwise term (0.5·r),97,0.438962,0.007069199194,3
